,AAPL,AMZN,META,MSFT,NVDA
2024-12-12,246.3858184814453,228.97000122070312,627.7628173828125,444.2893981933594,137.29501342773438
2024-12-13,246.55474853515625,227.4600067138672,617.3729858398438,442.0262451171875,134.20602416992188
2024-12-16,249.44627380371094,232.92999267578125,621.7454833984375,446.295654296875,131.95675659179688
2024-12-17,251.87075805664062,231.14999389648438,616.964599609375,449.1319885253906,130.3472900390625
2024-12-18,246.4752655029297,220.52000427246094,594.8035888671875,432.2621154785156,128.86778259277344
2024-12-19,248.20419311523438,223.2899932861328,593.18994140625,431.90631103515625,130.63717651367188
2024-12-20,252.8743896484375,224.9199981689453,582.9113159179688,431.4813537597656,134.65586853027344
2024-12-23,253.6494140625,225.05999755859375,597.4527587890625,430.1471862792969,139.62425231933594
2024-12-24,256.5608215332031,229.0500030517578,605.3213500976562,434.1793518066406,140.17408752441406
2024-12-26,257.3755798339844,227.0500030517578,600.9389038085938,432.9736328125,139.88417053222656
2024-12-27,253.96739196777344,223.75,597.4130859375,425.4825439453125,136.96511840820312
2024-12-30,250.59890747070312,221.3000030517578,588.8772583007812,419.849365234375,137.44496154785156
2024-12-31,248.83021545410156,219.38999938964844,583.170166015625,416.5583801269531,134.2460174560547
2025-01-02,242.30194091796875,220.22000122070312,596.8453369140625,413.672607421875,138.26470947265625
2025-01-03,241.8150177001953,224.19000244140625,602.2137451171875,418.3866882324219,144.4226837158203
2025-01-06,243.44461059570312,227.61000061035156,627.6815795898438,422.83392333984375,149.38104248046875
2025-01-07,240.67234802246094,222.11000061035156,615.4208374023438,417.418212890625,140.09408569335938
2025-01-08,241.15921020507812,222.1300048828125,608.2794189453125,419.5825500488281,140.06410217285156
2025-01-10,235.3463592529297,218.94000244140625,613.3988647460938,414.0382995605469,135.86549377441406
2025-01-13,232.9119110107422,218.4600067138672,605.8989868164062,412.2989196777344,133.18637084960938
2025-01-14,231.79901123046875,217.75999450683594,591.8753051757812,410.7967529296875,131.71682739257812
2025-01-15,236.35987854003906,223.35000610351562,614.65380859375,421.31201171875,136.1953887939453
2025-01-16,226.81088256835938,220.66000366210938,608.857177734375,419.6022644042969,133.52626037597656
2025-01-17,228.5199737548828,225.94000244140625,610.3212280273438,424.0001220703125,137.66490173339844
2025-01-21,221.22657775878906,230.7100067138672,613.99658203125,423.476318359375,140.78387451171875
2025-01-22,222.4090118408203,235.00999450683594,621.0083618164062,440.9688415527344,147.0218505859375
2025-01-23,222.24008178710938,235.4199981689453,633.9066772460938,441.47283935546875,147.17178344726562
2025-01-24,221.3656768798828,234.85000610351562,644.9025268554688,438.8539123535156,142.57327270507812
2025-01-27,228.40072631835938,235.4199981689453,657.2431030273438,429.4653015136719,118.3812026977539
2025-01-28,236.7473907470703,238.14999389648438,671.6351928710938,441.95709228515625,128.94776916503906
2025-01-29,237.84043884277344,237.07000732421875,673.78662109375,437.1441650390625,123.65948486328125
2025-01-30,236.0816650390625,234.63999938964844,684.254638671875,410.1247253417969,124.60917663574219
2025-01-31,234.50173950195312,237.67999267578125,686.4259033203125,410.19390869140625,120.03067016601562
2025-02-03,226.56246948242188,237.4199981689453,694.6728515625,406.10247802734375,116.62179565429688
2025-02-04,231.3220672607422,242.05999755859375,701.3759155273438,407.535400390625,118.61112976074219
