,AAPL,AMZN,META,MSFT,NVDA
2024-01-02,,,,,
2024-01-03,-0.007487491614664443,-0.00973782115920796,-0.005255586792145106,-0.0007278723695890443,-0.012435695404112379
2024-01-04,-0.012700069414572468,-0.026267891590348702,0.007692792595232811,-0.007177581554097312,0.00901855346388869
2024-01-05,-0.004013074409289441,0.00463442024626004,0.01391457860414902,-0.0005163666759759877,0.022896767088139924
2024-01-08,0.024174868187411658,0.026576703830634596,0.019065448362342474,0.01887146004148632,0.06428091133214608
2024-01-09,-0.0022634156045029385,0.015224607114340927,-0.003429618723438832,0.0029359419155110533,0.01697512579402427
2024-01-10,0.005671500717230993,0.015590940651907248,0.03648261304681921,0.01857416822892577,0.022770079950741984
2024-01-11,-0.0032225570039187135,0.009432101662268044,-0.002159312586586526,0.004859245570955295,0.008684285210933451
2024-01-12,0.001778045035160103,-0.0036086969005325598,0.013038491964574739,0.009983708288584081,-0.002042892740576674
2024-01-16,-0.012317070377046102,-0.009442449238027617,-0.018772085930232718,0.0046334625740804825,0.030561211447376113
2024-01-17,-0.005173584934518027,-0.009467203666572499,0.0024764852340812826,-0.002049960656475225,-0.00583508121967824
2024-01-18,0.03257072599818467,0.011798781932089941,0.021065879163824075,0.011297464676451652,0.018803494699312973
2024-01-19,0.015533033353019254,0.011986946826648914,0.01946134544088496,0.012186869759572838,0.04174629532884988
2024-01-22,0.012163309773616904,-0.003604979862209201,-0.004355318529089769,-0.005418101191629554,0.0027398863431264964
2024-01-23,0.0066532415958802105,0.008011406531487353,0.008958041395796146,0.0060275997108245605,0.003671076463046097
2024-01-24,-0.0034838304773022744,0.005447960655367012,0.014278400300480332,0.00917514692877397,0.02486937355087493
2024-01-25,-0.001696751758934023,0.005609771850602074,0.006347432458453595,0.005738398489668173,0.004155549061343855
2024-01-26,-0.009012773652580242,0.008684596622424712,0.0024418378704138544,-0.002321820486761661,-0.009510329711501009
2024-01-29,-0.003585929337447502,0.01344896590822775,0.017455610658420717,0.014334269634796115,0.023496266464929638
2024-01-30,-0.01924580456575664,-0.014014601164705653,-0.002393869264918358,-0.0027580479067977892,0.004946769659136541
